School,Opponent,Date,Season,AtHome,NeutralLocation,Score,OppScore,Total,Outcome,Spread,Season.Type,GameNumber,PassCmp,PassAtt,PassPct,PassYds,PassTD,RushAtt,RushYds,RushAvg,RushTD,XPM,XPA,XPPercent,FGM,FGA,FGPercent,KickPts,Fum,Int,TotalTO,SeasonRanking,OppSeasonRanking,RankDiff,OppPassCmp,OppPassAtt,OppPassPct,OppPassYds,OppPassTD,OppRushAtt,OppRushYds,OppRushAvg,OppRushTD,OppXPM,OppXPA,OppXPPercent,OppFGM,OppFGA,OppFGPercent,OppKickPts,OppFum,OppInt,OppTotalTO
Indiana,Maryland,2017-10-28,2017-18,0,0,39,42,81,L,3,Regular,8,43,62,69.4,410,5,35,73,2.1,0,4,5,80.0,1,1,100.0,7,0,1,1,26.0,26.0,0.0,10.0,16.0,62.5,171.0,2.0,40.0,174.0,4.4,3.0,6.0,6.0,100.0,0.0,1.0,0.0,6.0,0.0,1.0,1.0
Kansas State,Kansas,2017-10-28,2017-18,0,0,30,20,50,W,-10,Regular,8,8,13,61.5,138,0,43,202,4.7,2,3,3,100.0,3,3,100.0,12,1,0,1,18.666666666666668,26.0,-7.333333333333332,23.0,48.0,47.9,418.0,1.0,28.0,64.0,2.3,1.0,2.0,2.0,100.0,2.0,2.0,100.0,8.0,1.0,1.0,2.0
Louisiana-Monroe,Idaho,2017-10-28,2017-18,0,0,23,31,54,L,8,Regular,8,24,37,64.9,415,3,29,98,3.4,0,2,2,100.0,1,2,50.0,5,1,1,2,26.0,26.0,0.0,28.0,42.0,66.7,360.0,3.0,39.0,158.0,4.1,1.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,0.0,0.0,0.0
Miami (FL),North Carolina,2017-10-28,2017-18,0,0,24,19,43,W,-5,Regular,7,17,41,41.5,356,3,32,59,1.8,0,3,3,100.0,1,2,50.0,6,1,1,2,9.933333333333334,26.0,-16.066666666666666,20.0,46.0,43.5,252.0,2.0,46.0,176.0,3.8,0.0,1.0,1.0,100.0,2.0,2.0,100.0,7.0,1.0,3.0,4.0
Michigan State,Northwestern,2017-10-28,2017-18,0,0,31,39,70,L,8,Regular,8,39,57,68.4,445,4,30,97,3.2,0,4,4,100.0,1,3,33.3,7,1,1,2,17.5,21.75,-4.25,34.0,49.0,69.4,368.0,3.0,28.0,64.0,2.3,2.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,1.0,0.0,1.0
Minnesota,Iowa,2017-10-28,2017-18,0,0,10,17,27,L,7,Regular,8,9,29,31.0,139,0,43,142,3.3,1,1,1,100.0,1,1,100.0,4,0,1,1,26.0,26.0,0.0,15.0,27.0,55.6,190.0,1.0,33.0,125.0,3.8,1.0,2.0,2.0,100.0,1.0,1.0,100.0,5.0,1.0,1.0,2.0
Missouri,Connecticut,2017-10-28,2017-18,0,0,52,12,64,W,-40,Regular,8,34,43,79.1,408,5,34,175,5.1,2,7,7,100.0,1,1,100.0,10,0,1,1,26.0,26.0,0.0,22.0,52.0,42.3,233.0,0.0,41.0,121.0,3.0,1.0,1.0,1.0,100.0,1.0,2.0,50.0,4.0,0.0,1.0,1.0
Nebraska,Purdue,2017-10-28,2017-18,0,0,25,24,49,W,-1,Regular,8,32,50,64.0,431,2,27,40,1.5,0,1,1,100.0,4,4,100.0,13,0,0,0,26.0,26.0,0.0,16.0,28.0,57.1,164.0,1.0,38.0,199.0,5.2,2.0,3.0,3.0,100.0,1.0,1.0,100.0,6.0,0.0,0.0,0.0
Oklahoma State,West Virginia,2017-10-28,2017-18,0,0,50,39,89,W,-11,Regular,8,20,34,58.8,216,3,56,246,4.4,4,5,5,100.0,1,2,50.0,8,3,1,4,13.133333333333333,22.2,-9.066666666666666,20.0,42.0,47.6,285.0,2.0,30.0,62.0,2.1,1.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,1.0,4.0,5.0
Old Dominion,North Texas,2017-10-28,2017-18,0,0,38,45,83,L,7,Regular,8,21,35,60.0,181,0,48,205,4.3,2,3,3,100.0,3,3,100.0,12,1,2,3,26.0,26.0,0.0,25.0,36.0,69.4,309.0,1.0,41.0,151.0,3.7,4.0,6.0,6.0,100.0,1.0,2.0,50.0,9.0,1.0,1.0,2.0
Penn State,Ohio State,2017-10-28,2017-18,0,0,38,39,77,L,1,Regular,8,17,29,58.6,192,2,35,91,2.6,2,5,5,100.0,1,1,100.0,8,0,0,0,6.133333333333334,26.0,-19.866666666666667,33.0,39.0,84.6,328.0,4.0,39.0,201.0,5.2,1.0,3.0,3.0,100.0,2.0,2.0,100.0,9.0,2.0,0.0,2.0
San Jose State,Brigham Young,2017-10-28,2017-18,0,0,20,41,61,L,21,Regular,9,25,39,64.1,198,2,41,140,3.4,0,2,2,100.0,2,2,100.0,8,4,1,5,26.0,26.0,0.0,21.0,38.0,55.3,332.0,3.0,39.0,266.0,6.8,2.0,5.0,5.0,100.0,2.0,3.0,66.7,11.0,1.0,1.0,2.0
Alabama-Birmingham,Southern Mississippi,2017-10-28,2017-18,0,0,30,12,42,W,-18,Regular,8,16,29,55.2,208,1,49,209,4.3,2,3,3,100.0,1,2,50.0,6,0,0,0,26.0,26.0,0.0,19.0,38.0,50.0,266.0,1.0,26.0,81.0,3.1,0.0,0.0,1.0,0.0,2.0,2.0,100.0,6.0,0.0,1.0,1.0
UCLA,Washington,2017-10-28,2017-18,0,0,23,44,67,L,21,Regular,8,19,33,57.6,170,2,28,62,2.2,0,2,3,66.7,1,1,100.0,5,1,0,1,26.0,9.466666666666667,16.53333333333333,9.0,12.0,75.0,109.0,0.0,58.0,333.0,5.7,5.0,5.0,5.0,100.0,3.0,3.0,100.0,14.0,1.0,1.0,2.0
Nevada-Las Vegas,Fresno State,2017-10-28,2017-18,0,0,26,16,42,W,-10,Regular,8,17,29,58.6,155,0,44,173,3.9,2,2,2,100.0,4,4,100.0,14,0,0,0,26.0,25.0,1.0,16.0,27.0,59.3,152.0,0.0,34.0,140.0,4.1,2.0,1.0,2.0,50.0,1.0,1.0,100.0,4.0,1.0,0.0,1.0
Southern California,Arizona State,2017-10-28,2017-18,0,0,48,17,65,W,-31,Regular,9,19,35,54.3,266,3,45,347,7.7,2,6,6,100.0,2,3,66.7,12,1,0,1,10.2,26.0,-15.8,18.0,31.0,58.1,278.0,1.0,29.0,88.0,3.0,1.0,2.0,2.0,100.0,1.0,1.0,100.0,5.0,0.0,1.0,1.0
Utah,Oregon,2017-10-28,2017-18,0,0,20,41,61,L,21,Regular,8,25,43,58.1,293,2,30,91,3.0,0,2,2,100.0,2,3,66.7,8,1,0,1,22.0,24.0,-2.0,10.0,13.0,76.9,69.0,2.0,49.0,347.0,7.1,2.0,5.0,5.0,100.0,2.0,2.0,100.0,11.0,1.0,0.0,1.0
Virginia,Pittsburgh,2017-10-28,2017-18,0,0,14,31,45,L,17,Regular,8,22,42,52.4,212,2,31,102,3.3,0,2,2,100.0,0,1,0.0,2,0,1,1,26.0,26.0,0.0,10.0,18.0,55.6,134.0,1.0,40.0,176.0,4.4,2.0,4.0,4.0,100.0,1.0,2.0,50.0,7.0,0.0,1.0,1.0
Washington State,Arizona,2017-10-28,2017-18,0,0,37,58,95,L,21,Regular,9,58,84,69.0,602,3,17,44,2.6,2,4,5,80.0,1,2,50.0,7,0,4,4,16.53846153846154,25.0,-8.46153846153846,10.0,17.0,58.8,275.0,2.0,34.0,310.0,9.1,4.0,7.0,7.0,100.0,3.0,3.0,100.0,16.0,2.0,1.0,3.0
Wisconsin,Illinois,2017-10-28,2017-18,0,0,24,10,34,W,-14,Regular,8,10,19,52.6,135,0,45,168,3.7,3,3,3,100.0,1,1,100.0,6,0,1,1,6.933333333333334,26.0,-19.066666666666666,9.0,31.0,29.0,152.0,0.0,33.0,134.0,4.1,1.0,1.0,1.0,100.0,1.0,2.0,50.0,4.0,1.0,2.0,3.0
East Carolina,Houston,2017-11-04,2017-18,0,0,27,52,79,L,25,Regular,9,54,74,73.0,468,3,24,36,1.5,0,3,3,100.0,2,3,66.7,9,1,2,3,26.0,26.0,0.0,15.0,22.0,68.2,330.0,3.0,26.0,142.0,5.5,3.0,7.0,7.0,100.0,1.0,1.0,100.0,10.0,0.0,0.0,0.0
Florida,Missouri,2017-11-04,2017-18,0,0,16,45,61,L,29,Regular,8,20,29,69.0,256,1,31,93,3.0,0,1,1,100.0,3,3,100.0,10,1,1,2,21.333333333333332,26.0,-4.666666666666668,15.0,21.0,71.4,228.0,3.0,46.0,227.0,4.9,3.0,6.0,6.0,100.0,1.0,1.0,100.0,9.0,0.0,1.0,1.0
Georgia State,Georgia Southern,2017-11-04,2017-18,0,0,21,17,38,W,-4,Regular,8,22,37,59.5,319,2,24,49,2.0,0,3,3,100.0,0,2,0.0,3,0,1,1,26.0,26.0,0.0,22.0,28.0,78.6,147.0,1.0,50.0,189.0,3.8,1.0,2.0,2.0,100.0,1.0,1.0,100.0,5.0,3.0,0.0,3.0
Hawaii,Nevada-Las Vegas,2017-11-04,2017-18,0,0,23,31,54,L,8,Regular,9,24,47,51.1,269,1,28,131,4.7,1,2,2,100.0,3,3,100.0,11,0,0,0,26.0,26.0,0.0,20.0,31.0,64.5,281.0,2.0,42.0,131.0,3.1,2.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,0.0,1.0,1.0
Illinois,Purdue,2017-11-04,2017-18,0,0,10,29,39,L,19,Regular,9,12,27,44.4,170,1,35,80,2.3,0,1,1,100.0,1,1,100.0,4,0,1,1,26.0,26.0,0.0,18.0,28.0,64.3,226.0,1.0,44.0,209.0,4.8,2.0,2.0,2.0,100.0,3.0,3.0,100.0,11.0,1.0,0.0,1.0
Iowa State,West Virginia,2017-11-04,2017-18,0,0,16,20,36,L,4,Regular,9,27,40,67.5,249,1,29,101,3.5,0,1,1,100.0,3,3,100.0,10,0,1,1,19.5,22.2,-2.6999999999999993,20.0,25.0,80.0,316.0,2.0,47.0,208.0,4.4,0.0,2.0,2.0,100.0,2.0,3.0,66.7,8.0,0.0,1.0,1.0
Kansas State,Texas Tech,2017-11-04,2017-18,0,0,42,35,77,W,-7,Regular,9,18,28,64.3,263,2,36,145,4.0,2,4,4,100.0,2,2,100.0,10,0,1,1,18.666666666666668,26.0,-7.333333333333332,34.0,53.0,64.2,405.0,4.0,31.0,122.0,3.9,1.0,5.0,5.0,100.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0
Louisiana State,Alabama,2017-11-04,2017-18,0,0,10,24,34,L,14,Regular,9,15,31,48.4,155,0,42,151,3.6,1,1,1,100.0,1,1,100.0,4,0,1,1,19.076923076923077,1.4666666666666666,17.61025641025641,11.0,24.0,45.8,183.0,1.0,36.0,116.0,3.2,2.0,3.0,3.0,100.0,1.0,1.0,100.0,6.0,0.0,0.0,0.0
Massachusetts,Mississippi State,2017-11-04,2017-18,0,0,23,34,57,L,11,Regular,9,15,28,53.6,223,1,32,127,4.0,0,2,2,100.0,3,3,100.0,11,0,1,1,26.0,19.875,6.125,14.0,26.0,53.8,139.0,0.0,45.0,254.0,5.6,2.0,4.0,4.0,100.0,2.0,2.0,100.0,10.0,0.0,3.0,3.0
Minnesota,Michigan,2017-11-04,2017-18,0,0,10,33,43,L,23,Regular,9,5,12,41.7,74,0,44,90,2.0,1,1,1,100.0,1,1,100.0,4,1,0,1,26.0,14.416666666666666,11.583333333333334,8.0,13.0,61.5,56.0,1.0,37.0,371.0,10.0,4.0,3.0,4.0,75.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
North Texas,Louisiana Tech,2017-11-04,2017-18,0,0,24,23,47,W,-1,Regular,9,23,37,62.2,211,1,41,204,5.0,2,3,3,100.0,1,1,100.0,6,0,1,1,26.0,26.0,0.0,16.0,28.0,57.1,168.0,0.0,41.0,147.0,3.6,2.0,2.0,2.0,100.0,3.0,4.0,75.0,11.0,0.0,0.0,0.0
Northwestern,Nebraska,2017-11-04,2017-18,0,0,31,24,55,W,-7,Regular,9,19,35,54.3,243,0,45,232,5.2,4,4,4,100.0,1,2,50.0,7,0,2,2,21.75,26.0,-4.25,21.0,38.0,55.3,225.0,2.0,31.0,112.0,3.6,0.0,3.0,3.0,100.0,1.0,1.0,100.0,6.0,0.0,3.0,3.0
Ohio State,Iowa,2017-11-04,2017-18,0,0,24,55,79,L,31,Regular,9,18,34,52.9,208,3,30,163,5.4,0,3,3,100.0,1,1,100.0,6,0,4,4,26.0,26.0,0.0,21.0,32.0,65.6,244.0,5.0,38.0,243.0,6.4,1.0,7.0,7.0,100.0,2.0,2.0,100.0,13.0,0.0,0.0,0.0
Oklahoma,Oklahoma State,2017-11-04,2017-18,0,0,62,52,114,W,-10,Regular,9,24,36,66.7,598,5,40,187,4.7,3,8,8,100.0,2,2,100.0,14,0,2,2,5.666666666666667,13.133333333333333,-7.466666666666666,28.0,54.0,51.9,448.0,5.0,34.0,213.0,6.3,2.0,7.0,7.0,100.0,1.0,1.0,100.0,10.0,1.0,2.0,3.0
Mississippi,Kentucky,2017-11-04,2017-18,0,0,37,34,71,W,-3,Regular,9,31,41,75.6,382,4,26,91,3.5,0,4,4,100.0,3,3,100.0,13,0,0,0,26.0,26.0,0.0,20.0,25.0,80.0,236.0,1.0,45.0,219.0,4.9,3.0,4.0,4.0,100.0,2.0,2.0,100.0,10.0,0.0,0.0,0.0
Oregon State,California,2017-11-04,2017-18,0,0,23,37,60,L,14,Regular,9,14,26,53.8,195,1,31,104,3.4,1,2,2,100.0,3,3,100.0,11,0,0,0,26.0,26.0,0.0,24.0,31.0,77.4,259.0,2.0,45.0,216.0,4.8,2.0,4.0,4.0,100.0,3.0,3.0,100.0,13.0,1.0,0.0,1.0
Penn State,Michigan State,2017-11-04,2017-18,0,0,24,27,51,L,3,Regular,9,27,48,56.3,401,3,21,65,3.1,0,3,3,100.0,1,1,100.0,6,0,3,3,6.133333333333334,17.5,-11.366666666666667,33.0,56.0,58.9,400.0,2.0,24.0,74.0,3.1,1.0,3.0,3.0,100.0,2.0,2.0,100.0,9.0,0.0,1.0,1.0
South Carolina,Georgia,2017-11-04,2017-18,0,0,10,24,34,L,14,Regular,9,21,36,58.3,227,1,17,43,2.5,0,1,1,100.0,1,2,50.0,4,0,2,2,24.0,7.066666666666666,16.933333333333334,16.0,22.0,72.7,196.0,2.0,53.0,242.0,4.6,1.0,3.0,3.0,100.0,1.0,1.0,100.0,6.0,1.0,0.0,1.0
Southern Mississippi,Tennessee,2017-11-04,2017-18,0,0,10,24,34,L,14,Regular,9,13,34,38.2,161,0,42,118,2.8,1,1,1,100.0,1,1,100.0,4,1,1,2,26.0,22.666666666666668,3.333333333333332,10.0,21.0,47.6,115.0,0.0,38.0,95.0,2.5,3.0,3.0,3.0,100.0,1.0,1.0,100.0,6.0,0.0,0.0,0.0
Syracuse,Florida State,2017-11-04,2017-18,0,0,24,27,51,L,3,Regular,9,31,55,56.4,314,2,40,149,3.7,1,3,3,100.0,1,3,33.3,6,0,1,1,26.0,8.25,17.75,12.0,19.0,63.2,136.0,1.0,37.0,207.0,5.6,2.0,3.0,3.0,100.0,2.0,2.0,100.0,9.0,1.0,0.0,1.0
Texas,Texas Christian,2017-11-04,2017-18,0,0,7,24,31,L,17,Regular,9,21,44,47.7,254,1,26,9,0.3,0,1,1,100.0,0,1,0.0,1,0,0,0,23.0,10.76923076923077,12.23076923076923,19.0,27.0,70.4,166.0,0.0,46.0,177.0,3.8,3.0,3.0,3.0,100.0,1.0,1.0,100.0,6.0,0.0,0.0,0.0
Central Florida,Southern Methodist,2017-11-04,2017-18,0,0,31,24,55,W,-7,Regular,8,23,40,57.5,412,1,36,203,5.6,3,4,4,100.0,1,2,50.0,7,1,2,3,16.5,26.0,-9.5,27.0,52.0,51.9,283.0,1.0,37.0,206.0,5.6,1.0,3.0,3.0,100.0,1.0,2.0,50.0,6.0,1.0,0.0,1.0
Utah State,New Mexico,2017-11-04,2017-18,0,0,24,10,34,W,-14,Regular,10,13,24,54.2,114,0,24,129,5.4,2,3,3,100.0,1,1,100.0,6,1,1,2,26.0,26.0,0.0,12.0,22.0,54.5,75.0,0.0,57.0,265.0,4.6,1.0,1.0,1.0,100.0,1.0,2.0,50.0,4.0,4.0,0.0,4.0
Wake Forest,Notre Dame,2017-11-04,2017-18,0,0,37,48,85,L,11,Regular,9,30,48,62.5,348,2,40,239,6.0,3,4,4,100.0,1,2,50.0,7,0,1,1,26.0,14.333333333333334,11.666666666666666,23.0,38.0,60.5,330.0,2.0,46.0,380.0,8.3,4.0,6.0,6.0,100.0,2.0,3.0,66.7,12.0,0.0,0.0,0.0
Western Kentucky,Vanderbilt,2017-11-04,2017-18,0,0,17,31,48,L,14,Regular,9,33,53,62.3,355,1,30,-6,-0.2,1,2,2,100.0,1,1,100.0,5,0,1,1,26.0,26.0,0.0,14.0,21.0,66.7,220.0,2.0,35.0,174.0,5.0,2.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,1.0,0.0,1.0
Wisconsin,Indiana,2017-11-04,2017-18,0,0,45,17,62,W,-28,Regular,9,15,22,68.2,170,2,52,237,4.6,4,6,6,100.0,1,1,100.0,9,0,1,1,6.933333333333334,26.0,-19.066666666666666,20.0,34.0,58.8,226.0,2.0,21.0,40.0,1.9,0.0,2.0,2.0,100.0,1.0,1.0,100.0,5.0,1.0,2.0,3.0
Marshall,Florida Atlantic,2017-11-03,2017-18,0,0,25,30,55,L,5,Regular,9,20,39,51.3,253,2,41,128,3.1,1,2,3,66.7,1,2,50.0,5,0,4,4,26.0,26.0,0.0,12.0,18.0,66.7,164.0,1.0,45.0,189.0,4.2,3.0,3.0,4.0,75.0,1.0,1.0,100.0,6.0,0.0,0.0,0.0
UCLA,Utah,2017-11-03,2017-18,0,0,17,48,65,L,31,Regular,9,11,16,68.8,115,2,32,134,4.2,0,2,2,100.0,1,1,100.0,5,1,0,1,26.0,22.0,4.0,15.0,22.0,68.2,234.0,4.0,50.0,272.0,5.4,2.0,6.0,6.0,100.0,2.0,2.0,100.0,12.0,0.0,0.0,0.0
Idaho,Troy,2017-11-02,2017-18,0,0,21,24,45,L,3,Regular,9,24,35,68.6,288,3,32,90,2.8,0,3,3,100.0,0,1,0.0,3,0,0,0,26.0,26.0,0.0,20.0,31.0,64.5,212.0,1.0,36.0,183.0,5.1,2.0,3.0,3.0,100.0,1.0,1.0,100.0,6.0,1.0,1.0,2.0
Navy,Temple,2017-11-02,2017-18,0,0,26,34,60,L,8,Regular,8,13,19,68.4,226,3,52,136,2.6,0,2,3,66.7,2,2,100.0,8,0,1,1,24.0,26.0,-2.0,22.0,30.0,73.3,289.0,4.0,28.0,104.0,3.7,0.0,4.0,4.0,100.0,2.0,2.0,100.0,10.0,0.0,1.0,1.0
Northern Illinois,Toledo,2017-11-02,2017-18,0,0,17,27,44,L,10,Regular,9,24,44,54.5,245,0,40,185,4.6,2,2,2,100.0,1,2,50.0,5,0,2,2,26.0,26.0,0.0,23.0,31.0,74.2,361.0,0.0,40.0,166.0,4.2,3.0,3.0,3.0,100.0,2.0,2.0,100.0,9.0,1.0,0.0,1.0
Michigan,Maryland,2017-11-11,2017-18,0,0,35,10,45,W,-25,Regular,10,9,18,50.0,145,2,38,160,4.2,3,5,5,100.0,0,1,0.0,5,0,0,0,14.416666666666666,26.0,-11.583333333333334,18.0,38.0,47.4,160.0,1.0,32.0,180.0,5.6,0.0,1.0,1.0,100.0,1.0,2.0,50.0,4.0,0.0,2.0,2.0
Old Dominion,Florida International,2017-11-11,2017-18,0,0,37,30,67,W,-7,Regular,10,17,24,70.8,240,2,36,199,5.5,2,4,4,100.0,3,3,100.0,13,0,0,0,26.0,26.0,0.0,35.0,50.0,70.0,323.0,2.0,35.0,164.0,4.7,2.0,4.0,4.0,100.0,0.0,1.0,0.0,4.0,2.0,0.0,2.0
Purdue,Northwestern,2017-11-11,2017-18,0,0,13,23,36,L,10,Regular,10,38,61,62.3,398,2,22,40,1.8,0,1,1,100.0,0,1,0.0,1,0,1,1,26.0,21.75,4.25,26.0,46.0,56.5,296.0,1.0,38.0,94.0,2.5,1.0,2.0,2.0,100.0,3.0,3.0,100.0,11.0,0.0,0.0,0.0
Southern Methodist,Navy,2017-11-11,2017-18,0,0,40,43,83,L,3,Regular,10,16,30,53.3,261,4,31,165,5.3,1,3,4,75.0,1,2,50.0,6,0,2,2,26.0,24.0,2.0,0.0,1.0,0.0,0.0,0.0,72.0,559.0,7.8,6.0,4.0,5.0,80.0,1.0,1.0,100.0,7.0,1.0,1.0,2.0
Tennessee,Missouri,2017-11-11,2017-18,0,0,17,50,67,L,33,Regular,10,16,32,50.0,139,1,36,146,4.1,0,2,2,100.0,1,1,100.0,5,2,2,4,22.666666666666668,26.0,-3.333333333333332,14.0,30.0,46.7,226.0,4.0,53.0,433.0,8.2,2.0,5.0,6.0,83.3,3.0,3.0,100.0,14.0,0.0,1.0,1.0
Texas Christian,Oklahoma,2017-11-11,2017-18,0,0,20,38,58,L,18,Regular,10,14,29,48.3,269,1,32,155,4.8,2,2,2,100.0,0,1,0.0,2,0,0,0,10.76923076923077,5.666666666666667,5.102564102564103,18.0,27.0,66.7,333.0,3.0,41.0,200.0,4.9,2.0,5.0,5.0,100.0,1.0,1.0,100.0,8.0,0.0,0.0,0.0
Tulane,East Carolina,2017-11-11,2017-18,0,0,31,24,55,W,-7,Regular,10,12,20,60.0,121,0,52,325,6.3,4,4,4,100.0,1,1,100.0,7,1,2,3,26.0,26.0,0.0,25.0,53.0,47.2,228.0,1.0,32.0,161.0,5.0,2.0,3.0,3.0,100.0,1.0,1.0,100.0,6.0,0.0,1.0,1.0
Alabama-Birmingham,Texas-San Antonio,2017-11-11,2017-18,0,0,24,19,43,W,-5,Regular,10,8,13,61.5,49,1,53,216,4.1,2,3,3,100.0,1,1,100.0,6,1,1,2,26.0,26.0,0.0,17.0,37.0,45.9,162.0,1.0,36.0,137.0,3.8,1.0,1.0,1.0,100.0,2.0,2.0,100.0,7.0,2.0,1.0,3.0
Southern California,Colorado,2017-11-11,2017-18,0,0,38,24,62,W,-14,Regular,11,21,34,61.8,329,2,38,193,5.1,2,3,4,75.0,1,2,50.0,6,0,0,0,10.2,26.0,-15.8,27.0,49.0,55.1,376.0,2.0,34.0,110.0,3.2,1.0,3.0,3.0,100.0,1.0,3.0,33.3,6.0,0.0,2.0,2.0
Texas-El Paso,North Texas,2017-11-11,2017-18,0,0,10,45,55,L,35,Regular,10,16,32,50.0,131,0,32,100,3.1,0,1,1,100.0,1,1,100.0,4,0,1,1,26.0,26.0,0.0,23.0,35.0,65.7,213.0,4.0,39.0,259.0,6.6,2.0,6.0,6.0,100.0,1.0,1.0,100.0,9.0,1.0,0.0,1.0
Virginia Tech,Georgia Tech,2017-11-11,2017-18,0,0,22,28,50,L,6,Regular,10,14,26,53.8,153,0,36,105,2.9,2,1,1,100.0,1,1,100.0,4,0,0,0,17.357142857142858,26.0,-8.642857142857142,2.0,8.0,25.0,140.0,2.0,57.0,261.0,4.6,2.0,4.0,4.0,100.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0
Wake Forest,Syracuse,2017-11-11,2017-18,0,0,64,43,107,W,-21,Regular,10,25,38,65.8,363,3,51,371,7.3,5,7,8,87.5,3,3,100.0,16,1,0,1,26.0,26.0,0.0,38.0,67.0,56.7,443.0,3.0,32.0,178.0,5.6,2.0,5.0,5.0,100.0,2.0,4.0,50.0,11.0,0.0,2.0,2.0
Washington State,Utah,2017-11-11,2017-18,0,0,33,25,58,W,-8,Regular,11,40,69,58.0,311,3,17,27,1.6,0,3,3,100.0,4,5,80.0,15,0,2,2,16.53846153846154,22.0,-5.46153846153846,21.0,40.0,52.5,305.0,1.0,36.0,62.0,1.7,2.0,2.0,2.0,100.0,1.0,2.0,50.0,5.0,3.0,4.0,7.0
Western Kentucky,Marshall,2017-11-11,2017-18,0,0,23,30,53,L,7,Regular,10,28,42,66.7,334,3,19,34,1.8,0,2,3,66.7,1,1,100.0,5,1,1,2,26.0,26.0,0.0,17.0,28.0,60.7,190.0,0.0,49.0,144.0,2.9,2.0,3.0,3.0,100.0,3.0,3.0,100.0,12.0,0.0,1.0,1.0
Brigham Young,Nevada-Las Vegas,2017-11-10,2017-18,0,0,31,21,52,W,-10,Regular,11,14,22,63.6,160,1,42,265,6.3,3,4,4,100.0,1,2,50.0,7,0,0,0,26.0,26.0,0.0,20.0,33.0,60.6,325.0,2.0,34.0,122.0,3.6,1.0,3.0,3.0,100.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0
Temple,Cincinnati,2017-11-10,2017-18,0,0,35,24,59,W,-11,Regular,10,19,30,63.3,224,1,43,205,4.8,2,3,3,100.0,2,3,66.7,9,1,1,2,26.0,26.0,0.0,21.0,37.0,56.8,221.0,2.0,35.0,184.0,5.3,1.0,3.0,3.0,100.0,1.0,2.0,50.0,6.0,1.0,0.0,1.0
North Carolina,Pittsburgh,2017-11-09,2017-18,0,0,34,31,65,W,-3,Regular,10,21,32,65.6,270,3,32,96,3.0,0,4,4,100.0,2,3,66.7,10,0,0,0,26.0,26.0,0.0,11.0,17.0,64.7,142.0,0.0,45.0,267.0,5.9,4.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,1.0,0.0,1.0
Toledo,Ohio,2017-11-08,2017-18,0,0,10,38,48,L,28,Regular,10,24,35,68.6,263,1,23,53,2.3,0,1,1,100.0,1,1,100.0,4,2,0,2,26.0,7.133333333333334,18.866666666666667,7.0,15.0,46.7,139.0,1.0,56.0,393.0,7.0,4.0,5.0,5.0,100.0,1.0,1.0,100.0,8.0,2.0,1.0,3.0
Akron,Miami (OH),2017-11-07,2017-18,0,0,14,24,38,L,10,Regular,10,19,38,50.0,218,1,30,55,1.8,1,2,2,100.0,0,1,0.0,2,0,0,0,26.0,26.0,0.0,19.0,32.0,59.4,235.0,3.0,31.0,189.0,6.1,0.0,3.0,3.0,100.0,1.0,1.0,100.0,6.0,0.0,2.0,2.0
Appalachian State,Louisiana-Monroe,2017-11-04,2017-18,0,0,45,52,97,L,7,Regular,9,20,29,69.0,339,4,36,169,4.7,2,6,6,100.0,1,1,100.0,9,1,0,1,26.0,26.0,0.0,24.0,32.0,75.0,356.0,3.0,38.0,213.0,5.6,3.0,7.0,7.0,100.0,1.0,1.0,100.0,10.0,0.0,1.0,1.0
Auburn,Texas A&M,2017-11-04,2017-18,0,0,42,27,69,W,-15,Regular,9,20,27,74.1,268,3,52,228,4.4,2,6,6,100.0,0,2,0.0,6,0,0,0,12.133333333333333,24.0,-11.866666666666667,16.0,33.0,48.5,200.0,2.0,34.0,143.0,4.2,1.0,3.0,3.0,100.0,2.0,2.0,100.0,9.0,0.0,0.0,0.0
Brigham Young,Fresno State,2017-11-04,2017-18,0,0,13,20,33,L,7,Regular,10,23,43,53.5,214,0,27,122,4.5,1,1,1,100.0,2,2,100.0,7,1,0,1,26.0,25.0,1.0,14.0,20.0,70.0,174.0,0.0,40.0,136.0,3.4,2.0,2.0,2.0,100.0,2.0,2.0,100.0,8.0,0.0,0.0,0.0
Cincinnati,Tulane,2017-11-04,2017-18,0,0,17,16,33,W,-1,Regular,9,18,27,66.7,248,1,35,208,5.9,1,2,2,100.0,1,2,50.0,5,0,0,0,26.0,26.0,0.0,17.0,24.0,70.8,196.0,0.0,35.0,132.0,3.8,1.0,1.0,1.0,100.0,3.0,4.0,75.0,10.0,0.0,0.0,0.0
Clemson,North Carolina State,2017-11-04,2017-18,0,0,38,31,69,W,-7,Regular,9,20,38,52.6,191,1,35,224,6.4,3,5,5,100.0,1,2,50.0,8,0,1,1,3.2666666666666666,20.666666666666668,-17.400000000000002,31.0,50.0,62.0,338.0,3.0,34.0,153.0,4.5,1.0,4.0,4.0,100.0,1.0,2.0,50.0,7.0,0.0,2.0,2.0
